x_mm,y_mm,z_mm
874.7630465143857,23.96809606696577,0.0
874.4139354263541,23.032624832834138,0.0
874.0655495979149,22.096883289575228,0.0
873.7183432239351,21.16070352618813,0.0
873.3728073440723,20.223905997709434,0.0
873.0294742570495,19.286299035940207,0.0
872.6889223927203,18.34767848675064,0.0
872.3517816587339,17.407827534195516,0.0
872.0187392639318,16.46651679777248,0.0
871.6905459919617,15.52350480929221,0.0
871.3680228581893,14.578539007596332,0.0
871.0520680223765,13.63135742382649,0.0
870.7436637431771,12.681691268792894,0.0
870.4438830403136,11.729268674020567,0.0
870.1538955608171,10.773819877325653,0.0
869.874971956395,9.815084153559848,0.0
869.6084860201913,8.852818744635613,0.0
869.3559136149984,7.886809950664628,0.0
869.118827151684,6.916886475903139,0.0
868.8988841739692,5.942934872577429,0.0
868.6978085261178,4.964916607442461,0.0
868.5173626910295,3.982885841402257,0.0
868.3593102872261,2.9970064497337816,0.0
868.2253685242542,2.007566297730968,0.0
868.1171516566153,1.0149863454352608,0.0
868.0361080814015,0.019822051805068984,0.0
867.9834553164892,-0.9772450658150647,0.0
867.9601185614943,-1.9754269045267214,0.0
867.9666795750575,-2.9738589750292013,0.0
868.0033422129878,-3.9716391890924454,0.0
868.0699192646623,-4.967871428863098,0.0
868.1658424530525,-5.961709074951633,0.0
868.2901942250951,-6.9523936339400825,0.0
868.4417570562159,-7.939284569185597,0.0
868.6190741024348,-8.921878097150897,0.0
868.8205144741413,-9.899814573302198,0.0
869.0443371383215,-10.872875668698288,0.0
869.2887488957343,-11.840973565113707,0.0
869.5519534296817,-12.804134855585048,0.0
869.8321901783536,-13.762481721517958,0.0
870.1277631419689,-14.716212494373213,0.0
870.4370606015871,-15.665583143859731,0.0
870.758567168954,-16.610890644460646,0.0
871.0908697227112,-17.552458707012295,0.0
871.4326587112407,-18.49062600333053,0.0
871.7827261188648,-19.425736784830043,0.0
872.1399611585891,-20.35813365086903,0.0
872.5033445194493,-21.288152174542866,0.0
872.871941749343,-22.216117093315447,0.0
873.2448962192573,-23.14233977515422,0.0
873.6214220467066,-24.067116673959884,0.0
874.0007972346644,-24.990728529845526,0.0
874.3823571806411,-25.91344011669233,0.0
874.7654886396015,-26.835500380991707,0.0
875.1496241761629,-27.757142851197916,0.0
875.5342371098419,-28.678586225639137,0.0
875.9188369371896,-29.600035070063626,0.0
876.3029652029204,-30.52168057395189,0.0
